Task_ID,Process_ID,Processor_ID,MI,Speed,Power
T244,T244_P85,P156,500,1285,1.26
T244,T244_P86,P200,1609,2396,0.55
T245,T245_P1,P111,605,2300,0.93
T245,T245_P2,P114,2689,2493,1.68
T245,T245_P3,P107,1027,2399,0.5
T245,T245_P4,P199,1423,1234,0.72
T245,T245_P5,P81,769,2442,1.47
T245,T245_P6,P2,2426,1228,1.63
T245,T245_P7,P106,1816,2918,0.75
T245,T245_P8,P20,2991,1191,1.93
T245,T245_P9,P19,2430,1061,0.74
T245,T245_P10,P162,639,2529,1.16
T245,T245_P11,P177,2782,1224,0.92
T245,T245_P12,P200,1963,2396,0.55
T245,T245_P13,P23,2479,2034,1.4
T245,T245_P14,P178,1478,1313,0.82
T245,T245_P15,P169,1181,1449,1.33
T245,T245_P16,P138,2929,1135,0.62
T245,T245_P17,P89,821,2751,0.78
T245,T245_P18,P69,1940,1775,1.82
T245,T245_P19,P99,1288,1333,0.64
T245,T245_P20,P66,651,1255,1.23
T245,T245_P21,P155,800,1542,1.31
T245,T245_P22,P143,1950,2794,1.5
T245,T245_P23,P131,505,1469,0.6
T245,T245_P24,P89,1918,2751,0.78
T245,T245_P25,P140,823,2870,1.35
T245,T245_P26,P187,890,1781,1.74
T245,T245_P27,P83,2350,1093,1.59
T245,T245_P28,P67,1611,2992,1.31
T245,T245_P29,P184,2107,2221,1.86
T245,T245_P30,P172,1998,2010,1.82
T245,T245_P31,P64,2966,1940,1.27
T245,T245_P32,P171,979,2043,0.66
T245,T245_P33,P102,692,1429,1.11
T245,T245_P34,P166,2514,2195,1.71
T245,T245_P35,P122,511,2409,0.97
T245,T245_P36,P13,1667,2827,0.66
T245,T245_P37,P3,2907,1051,1.65
T245,T245_P38,P63,551,2494,1.0
T245,T245_P39,P184,1775,2221,1.86
T245,T245_P40,P82,1776,1142,0.59
T245,T245_P41,P31,2710,2116,1.35
T245,T245_P42,P71,575,2130,0.86
T245,T245_P43,P195,1518,2930,1.34
T245,T245_P44,P155,2736,1542,1.31
T245,T245_P45,P39,1229,1013,1.92
T245,T245_P46,P21,2710,1447,1.88
T245,T245_P47,P7,1356,1457,0.5
T245,T245_P48,P151,2067,2872,0.51
T245,T245_P49,P101,1156,1727,0.85
T245,T245_P50,P197,663,2393,1.92
T245,T245_P51,P62,2604,1088,0.55
T245,T245_P52,P96,2728,2301,1.48
T245,T245_P53,P142,2135,2161,0.89
T245,T245_P54,P176,1641,2763,0.73
T245,T245_P55,P161,586,1538,0.93
T245,T245_P56,P169,2321,1449,1.33
T245,T245_P57,P137,2713,1548,0.56
T245,T245_P58,P4,1120,2518,1.01
T245,T245_P59,P101,1817,1727,0.85
T245,T245_P60,P41,2990,2650,1.29
T245,T245_P61,P179,1884,2285,1.01
T245,T245_P62,P24,2065,2232,1.23
T245,T245_P63,P73,2291,2698,1.11
T245,T245_P64,P182,2958,2393,1.26
T245,T245_P65,P53,1334,1189,0.87
T245,T245_P66,P185,1469,1130,0.58
T245,T245_P67,P88,2210,1163,0.71
T245,T245_P68,P34,1319,1919,1.72
T245,T245_P69,P15,1277,1178,1.76
T245,T245_P70,P155,2418,1542,1.31
T245,T245_P71,P77,1579,2764,1.12
T245,T245_P72,P6,2560,1501,0.74
T245,T245_P73,P130,718,1114,0.6
T245,T245_P74,P196,2269,1023,0.67
T245,T245_P75,P125,674,2402,1.88
T245,T245_P76,P130,2978,1114,0.6
T245,T245_P77,P143,2478,2794,1.5
T245,T245_P78,P11,2943,2385,1.64
T245,T245_P79,P44,668,1865,1.89
T245,T245_P80,P174,981,2547,1.83
T245,T245_P81,P154,879,1292,0.65
T245,T245_P82,P139,1655,1432,1.49
T245,T245_P83,P57,823,2735,1.38
T246,T246_P1,P52,1094,1209,1.18
T246,T246_P2,P100,2050,1758,1.63
T246,T246_P3,P26,894,2149,1.04
T246,T246_P4,P86,2700,2583,0.79
T246,T246_P5,P71,2767,2130,0.86
T246,T246_P6,P87,2797,1592,1.3
T246,T246_P7,P13,1904,2827,0.66
T246,T246_P8,P42,2135,1326,1.41
T246,T246_P9,P62,1263,1088,0.55
T246,T246_P10,P169,988,1449,1.33
T246,T246_P11,P29,2933,2330,0.86
T246,T246_P12,P168,2151,1741,1.5
T246,T246_P13,P9,1709,2508,1.58
T246,T246_P14,P117,1150,1946,0.78
T246,T246_P15,P38,574,2780,1.49
T246,T246_P16,P81,1425,2442,1.47
T246,T246_P17,P154,2426,1292,0.65
T246,T246_P18,P174,528,2547,1.83
T246,T246_P19,P122,2455,2409,0.97
T246,T246_P20,P70,1988,1161,1.36
T246,T246_P21,P183,1640,1864,0.88
T246,T246_P22,P76,2467,2813,1.03
T246,T246_P23,P186,732,1788,1.45
T246,T246_P24,P137,1063,1548,0.56
T246,T246_P25,P164,1305,1877,0.95
T246,T246_P26,P21,2317,1447,1.88
T246,T246_P27,P193,760,2133,1.16
T246,T246_P28,P75,2099,2266,1.49
T246,T246_P29,P191,800,1514,1.97
T246,T246_P30,P159,2844,2149,0.6
T246,T246_P31,P87,1498,1592,1.3
T247,T247_P1,P70,2225,1161,1.36
T247,T247_P2,P125,2087,2402,1.88
T247,T247_P3,P105,1041,2437,1.85
T247,T247_P4,P105,1236,2437,1.85
T247,T247_P5,P64,1838,1940,1.27
T247,T247_P6,P180,2860,1327,1.53
T247,T247_P7,P97,511,2708,1.31
T247,T247_P8,P94,1450,1569,1.78
T247,T247_P9,P4,1064,2518,1.01
T247,T247_P10,P192,2074,2988,0.74
T247,T247_P11,P19,2689,1061,0.74
T247,T247_P12,P78,567,1740,1.8
T247,T247_P13,P34,2031,1919,1.72
T247,T247_P14,P125,2775,2402,1.88
T247,T247_P15,P115,524,1501,1.49
T247,T247_P16,P56,2090,1735,1.33
T247,T247_P17,P133,2143,1065,1.11
T247,T247_P18,P13,1854,2827,0.66
T247,T247_P19,P14,2111,2116,1.44
T247,T247_P20,P61,670,2652,0.6
T247,T247_P21,P102,2121,1429,1.11
T247,T247_P22,P62,2277,1088,0.55
T247,T247_P23,P3,2019,1051,1.65
T247,T247_P24,P12,1029,2516,1.26
T247,T247_P25,P188,2674,2220,0.57
T247,T247_P26,P165,859,2838,1.98
T247,T247_P27,P166,2256,2195,1.71
T247,T247_P28,P69,532,1775,1.82
T247,T247_P29,P160,2732,2103,0.87
T247,T247_P30,P151,994,2872,0.51
T247,T247_P31,P3,1386,1051,1.65
T247,T247_P32,P151,679,2872,0.51
T247,T247_P33,P152,984,2316,1.43
T247,T247_P34,P43,740,2429,1.95
T247,T247_P35,P190,1471,2083,0.7
T247,T247_P36,P164,618,1877,0.95
T247,T247_P37,P37,1994,2657,0.69
T247,T247_P38,P35,595,2206,1.97
T247,T247_P39,P156,1574,1285,1.26
T247,T247_P40,P87,1147,1592,1.3
T247,T247_P41,P177,1319,1224,0.92
T247,T247_P42,P197,2384,2393,1.92
T247,T247_P43,P194,2019,2762,1.56
T247,T247_P44,P146,2414,1435,0.7
T247,T247_P45,P179,2947,2285,1.01
T247,T247_P46,P94,1447,1569,1.78
T247,T247_P47,P29,2853,2330,0.86
T247,T247_P48,P167,1264,1817,1.29
T247,T247_P49,P101,670,1727,0.85
T247,T247_P50,P13,2684,2827,0.66
T247,T247_P51,P111,676,2300,0.93
T247,T247_P52,P35,2398,2206,1.97
T247,T247_P53,P90,2519,1476,1.19
T247,T247_P54,P76,1817,2813,1.03
T247,T247_P55,P66,1619,1255,1.23
T247,T247_P56,P162,2918,2529,1.16
T247,T247_P57,P36,679,1569,1.3
T247,T247_P58,P82,1670,1142,0.59
T247,T247_P59,P192,2780,2988,0.74
T247,T247_P60,P155,1653,1542,1.31
T247,T247_P61,P178,1668,1313,0.82
T247,T247_P62,P85,1422,1466,0.66
T247,T247_P63,P132,870,2683,1.79
T247,T247_P64,P32,2783,1859,0.62
T247,T247_P65,P5,2798,1563,0.94
T247,T247_P66,P31,2744,2116,1.35
T247,T247_P67,P153,2094,1939,1.34
T247,T247_P68,P90,1935,1476,1.19
T247,T247_P69,P136,1365,1821,1.37
T247,T247_P70,P73,1659,2698,1.11
T247,T247_P71,P196,1852,1023,0.67
T247,T247_P72,P102,2163,1429,1.11
T247,T247_P73,P41,1187,2650,1.29
T247,T247_P74,P153,2019,1939,1.34
T247,T247_P75,P39,1005,1013,1.92
T247,T247_P76,P127,2527,2726,0.59
T247,T247_P77,P14,1789,2116,1.44
T247,T247_P78,P180,2168,1327,1.53
T247,T247_P79,P98,549,1747,0.52
T247,T247_P80,P61,2172,2652,0.6
T247,T247_P81,P27,2220,1407,1.98
T247,T247_P82,P36,1768,1569,1.3
T247,T247_P83,P139,2232,1432,1.49
T247,T247_P84,P8,2333,1285,1.58
T247,T247_P85,P3,1713,1051,1.65
T247,T247_P86,P115,1131,1501,1.49
T247,T247_P87,P194,2226,2762,1.56
T247,T247_P88,P104,565,1546,1.8
T247,T247_P89,P34,1305,1919,1.72
T247,T247_P90,P91,757,2774,1.81
T247,T247_P91,P94,2564,1569,1.78
T247,T247_P92,P94,611,1569,1.78
T247,T247_P93,P19,2033,1061,0.74
T248,T248_P1,P175,517,1096,1.61
T248,T248_P2,P18,2307,1065,1.06
T248,T248_P3,P59,869,2236,1.56
T248,T248_P4,P109,2535,1146,1.89
T248,T248_P5,P25,1794,1054,0.67
T248,T248_P6,P109,721,1146,1.89
T248,T248_P7,P89,2656,2751,0.78
T248,T248_P8,P113,2843,2093,1.6
T248,T248_P9,P16,2029,2209,1.26
T248,T248_P10,P34,1234,1919,1.72
T248,T248_P11,P66,1737,1255,1.23
T248,T248_P12,P20,1356,1191,1.93
T248,T248_P13,P63,2919,2494,1.0
T248,T248_P14,P84,1759,2354,1.7
T248,T248_P15,P114,2823,2493,1.68
T248,T248_P16,P68,731,2888,1.59
T248,T248_P17,P182,2037,2393,1.26
T248,T248_P18,P68,1996,2888,1.59
T248,T248_P19,P55,897,1198,0.53
T248,T248_P20,P175,1810,1096,1.61
T248,T248_P21,P178,2415,1313,0.82
T248,T248_P22,P150,722,2811,1.9
T248,T248_P23,P82,2385,1142,0.59
T248,T248_P24,P32,2845,1859,0.62
T248,T248_P25,P189,827,1958,1.0
T248,T248_P26,P195,2649,2930,1.34
T248,T248_P27,P164,2857,1877,0.95
T248,T248_P28,P137,2129,1548,0.56
T248,T248_P29,P112,1730,1350,1.54
T248,T248_P30,P184,2157,2221,1.86
T248,T248_P31,P149,1379,1810,1.89
T248,T248_P32,P110,1852,2247,1.68
T248,T248_P33,P100,1004,1758,1.63
T248,T248_P34,P142,1462,2161,0.89
T248,T248_P35,P50,1820,2563,1.06
T248,T248_P36,P183,2987,1864,0.88
T248,T248_P37,P127,1580,2726,0.59
T248,T248_P38,P161,2791,1538,0.93
T248,T248_P39,P118,2121,1777,0.83
T248,T248_P40,P141,528,2931,0.97
T248,T248_P41,P96,2419,2301,1.48
T248,T248_P42,P13,1260,2827,0.66
T248,T248_P43,P63,2458,2494,1.0
T248,T248_P44,P122,863,2409,0.97
T248,T248_P45,P139,1586,1432,1.49
T249,T249_P1,P2,910,1228,1.63
T249,T249_P2,P145,1260,1644,0.9
T249,T249_P3,P42,604,1326,1.41
T249,T249_P4,P155,1974,1542,1.31
T249,T249_P5,P111,2502,2300,0.93
T249,T249_P6,P62,1388,1088,0.55
T249,T249_P7,P49,1088,2960,1.51
T249,T249_P8,P177,2972,1224,0.92
T249,T249_P9,P179,2462,2285,1.01
T249,T249_P10,P55,1045,1198,0.53
T249,T249_P11,P54,2816,1778,0.6
T249,T249_P12,P104,1684,1546,1.8
T249,T249_P13,P67,663,2992,1.31
T249,T249_P14,P48,2796,1440,1.1
T249,T249_P15,P35,1819,2206,1.97
T249,T249_P16,P62,1171,1088,0.55
T249,T249_P17,P102,2384,1429,1.11
T249,T249_P18,P97,2931,2708,1.31
T249,T249_P19,P168,1265,1741,1.5
T249,T249_P20,P67,1177,2992,1.31
T249,T249_P21,P113,2439,2093,1.6
T249,T249_P22,P61,1153,2652,0.6
T249,T249_P23,P58,2691,1704,0.51
T249,T249_P24,P87,1076,1592,1.3
T249,T249_P25,P12,1059,2516,1.26
T249,T249_P26,P62,1246,1088,0.55
T249,T249_P27,P6,2856,1501,0.74
T249,T249_P28,P25,1529,1054,0.67
T249,T249_P29,P177,500,1224,0.92
T249,T249_P30,P17,2233,1864,0.8
T249,T249_P31,P158,1273,2525,1.02
T249,T249_P32,P59,1217,2236,1.56
T249,T249_P33,P133,1642,1065,1.11
T249,T249_P34,P76,1066,2813,1.03
T249,T249_P35,P55,1716,1198,0.53
T249,T249_P36,P127,789,2726,0.59
T249,T249_P37,P155,2920,1542,1.31
T249,T249_P38,P135,1111,1646,1.35
T249,T249_P39,P156,537,1285,1.26
T249,T249_P40,P173,2479,1186,0.9
T249,T249_P41,P85,1815,1466,0.66
T249,T249_P42,P22,1844,1476,1.88
T249,T249_P43,P69,1901,1775,1.82
T249,T249_P44,P33,2093,1451,1.6
T249,T249_P45,P15,2312,1178,1.76
T249,T249_P46,P83,2287,1093,1.59
T249,T249_P47,P146,2995,1435,0.7
T249,T249_P48,P160,784,2103,0.87
T249,T249_P49,P52,2757,1209,1.18
T249,T249_P50,P57,1009,2735,1.38
T249,T249_P51,P8,515,1285,1.58
T250,T250_P1,P73,1507,2698,1.11
T250,T250_P2,P55,1133,1198,0.53
T250,T250_P3,P48,2271,1440,1.1
T250,T250_P4,P161,1116,1538,0.93
T250,T250_P5,P33,2518,1451,1.6
T250,T250_P6,P116,2414,1334,1.23
T250,T250_P7,P120,1394,2895,1.6
T250,T250_P8,P53,808,1189,0.87
T250,T250_P9,P107,2573,2399,0.5
T250,T250_P10,P180,638,1327,1.53
T250,T250_P11,P102,2145,1429,1.11
T250,T250_P12,P77,2458,2764,1.12
T250,T250_P13,P8,2314,1285,1.58
T250,T250_P14,P1,1349,2309,1.83
T250,T250_P15,P143,1980,2794,1.5
T250,T250_P16,P14,1475,2116,1.44
T250,T250_P17,P97,641,2708,1.31
T250,T250_P18,P86,1782,2583,0.79
T250,T250_P19,P44,2562,1865,1.89
T250,T250_P20,P78,1054,1740,1.8
T250,T250_P21,P162,1678,2529,1.16
T250,T250_P22,P22,653,1476,1.88
T250,T250_P23,P164,2437,1877,0.95
T250,T250_P24,P182,1718,2393,1.26
T250,T250_P25,P187,719,1781,1.74
T250,T250_P26,P34,2531,1919,1.72
T250,T250_P27,P70,575,1161,1.36
T250,T250_P28,P173,2279,1186,0.9
T250,T250_P29,P122,2002,2409,0.97
T250,T250_P30,P130,1184,1114,0.6
T250,T250_P31,P110,2357,2247,1.68
T250,T250_P32,P108,1064,2327,1.09
T250,T250_P33,P96,2831,2301,1.48
T250,T250_P34,P1,2260,2309,1.83
T250,T250_P35,P41,556,2650,1.29
T250,T250_P36,P11,1503,2385,1.64
T250,T250_P37,P181,2158,2622,1.78
T250,T250_P38,P49,2582,2960,1.51
T250,T250_P39,P170,1961,1283,1.9
T250,T250_P40,P163,2152,2197,1.31
T250,T250_P41,P68,2186,2888,1.59
T250,T250_P42,P187,790,1781,1.74
T250,T250_P43,P73,2849,2698,1.11
T250,T250_P44,P115,1594,1501,1.49
T250,T250_P45,P81,2937,2442,1.47
T250,T250_P46,P125,2901,2402,1.88
T250,T250_P47,P54,927,1778,0.6
T250,T250_P48,P134,1391,2648,1.91
T250,T250_P49,P151,2837,2872,0.51
T250,T250_P50,P174,2484,2547,1.83
T250,T250_P51,P192,2852,2988,0.74
T250,T250_P52,P139,1637,1432,1.49
T250,T250_P53,P154,816,1292,0.65
T250,T250_P54,P66,2952,1255,1.23
T250,T250_P55,P181,2572,2622,1.78
T250,T250_P56,P110,640,2247,1.68
T250,T250_P57,P151,1790,2872,0.51
T250,T250_P58,P81,558,2442,1.47
T250,T250_P59,P73,2946,2698,1.11
T250,T250_P60,P180,1350,1327,1.53
T250,T250_P61,P37,2207,2657,0.69
T250,T250_P62,P199,2287,1234,0.72
T250,T250_P63,P76,1386,2813,1.03
T250,T250_P64,P33,1039,1451,1.6
T250,T250_P65,P191,1411,1514,1.97
T250,T250_P66,P152,1553,2316,1.43
T250,T250_P67,P98,915,1747,0.52
T250,T250_P68,P34,913,1919,1.72
T250,T250_P69,P41,2744,2650,1.29
T250,T250_P70,P150,2685,2811,1.9
T251,T251_P1,P170,927,1283,1.9
T251,T251_P2,P85,1680,1466,0.66
T251,T251_P3,P144,1890,2470,0.97
T251,T251_P4,P59,1530,2236,1.56
T251,T251_P5,P5,516,1563,0.94
T251,T251_P6,P180,799,1327,1.53
T251,T251_P7,P47,2344,1318,1.57
T251,T251_P8,P112,1169,1350,1.54
T251,T251_P9,P36,1290,1569,1.3
T251,T251_P10,P152,2675,2316,1.43
T251,T251_P11,P181,1745,2622,1.78
T251,T251_P12,P128,1729,2573,1.26
T251,T251_P13,P45,1161,1696,1.63
T251,T251_P14,P88,2128,1163,0.71
T251,T251_P15,P184,2388,2221,1.86
T251,T251_P16,P192,2564,2988,0.74
T251,T251_P17,P179,2513,2285,1.01
T251,T251_P18,P17,2602,1864,0.8
T251,T251_P19,P199,2552,1234,0.72
T251,T251_P20,P135,1078,1646,1.35
T251,T251_P21,P33,1339,1451,1.6
T251,T251_P22,P116,2653,1334,1.23
T251,T251_P23,P165,2736,2838,1.98
T251,T251_P24,P167,2478,1817,1.29
T251,T251_P25,P15,1850,1178,1.76
T251,T251_P26,P169,2739,1449,1.33
T251,T251_P27,P75,776,2266,1.49
T251,T251_P28,P100,2638,1758,1.63
T251,T251_P29,P13,2074,2827,0.66
T252,T252_P1,P188,1318,2220,0.57
T252,T252_P2,P179,1546,2285,1.01
T252,T252_P3,P148,2015,2022,1.19
T252,T252_P4,P103,1753,2372,1.22
T252,T252_P5,P120,2855,2895,1.6
T252,T252_P6,P154,2697,1292,0.65
T252,T252_P7,P70,2103,1161,1.36
T252,T252_P8,P7,1829,1457,0.5
T252,T252_P9,P132,2254,2683,1.79
T252,T252_P10,P176,2317,2763,0.73
T252,T252_P11,P160,1603,2103,0.87
T252,T252_P12,P146,2084,1435,0.7
T252,T252_P13,P50,2718,2563,1.06
T252,T252_P14,P62,515,1088,0.55
T252,T252_P15,P159,2321,2149,0.6
T252,T252_P16,P40,1324,2554,0.75
T252,T252_P17,P102,988,1429,1.11
T252,T252_P18,P13,2724,2827,0.66
T252,T252_P19,P16,2850,2209,1.26
T252,T252_P20,P37,2208,2657,0.69
T252,T252_P21,P22,2073,1476,1.88
T252,T252_P22,P103,1042,2372,1.22
T252,T252_P23,P2,905,1228,1.63
T252,T252_P24,P108,1821,2327,1.09
T252,T252_P25,P92,1805,1206,0.61
T252,T252_P26,P188,2341,2220,0.57
T252,T252_P27,P176,2574,2763,0.73
T252,T252_P28,P105,1637,2437,1.85
T252,T252_P29,P85,2544,1466,0.66
T253,T253_P1,P103,1820,2372,1.22
T253,T253_P2,P84,1968,2354,1.7
T253,T253_P3,P127,1942,2726,0.59
T253,T253_P4,P26,1205,2149,1.04
T253,T253_P5,P66,2426,1255,1.23
T253,T253_P6,P111,1624,2300,0.93
T253,T253_P7,P2,528,1228,1.63
T253,T253_P8,P14,2082,2116,1.44
T253,T253_P9,P135,2328,1646,1.35
T253,T253_P10,P87,2634,1592,1.3
T253,T253_P11,P107,2674,2399,0.5
T253,T253_P12,P34,1692,1919,1.72
T253,T253_P13,P175,735,1096,1.61
T253,T253_P14,P92,792,1206,0.61
T253,T253_P15,P107,2067,2399,0.5
T253,T253_P16,P91,1545,2774,1.81
T253,T253_P17,P84,936,2354,1.7
T253,T253_P18,P40,1217,2554,0.75
T253,T253_P19,P66,1739,1255,1.23
T253,T253_P20,P67,781,2992,1.31
T253,T253_P21,P198,2598,2476,1.54
T253,T253_P22,P151,2434,2872,0.51
T253,T253_P23,P76,520,2813,1.03
T253,T253_P24,P37,1326,2657,0.69
T253,T253_P25,P52,2667,1209,1.18
T253,T253_P26,P105,2688,2437,1.85
T253,T253_P27,P110,569,2247,1.68
T253,T253_P28,P132,1455,2683,1.79
T253,T253_P29,P82,2424,1142,0.59
T253,T253_P30,P11,760,2385,1.64
T253,T253_P31,P116,581,1334,1.23
T253,T253_P32,P63,2172,2494,1.0
T253,T253_P33,P50,686,2563,1.06
T253,T253_P34,P160,1721,2103,0.87
T253,T253_P35,P69,1130,1775,1.82
T253,T253_P36,P55,2599,1198,0.53
T253,T253_P37,P165,2184,2838,1.98
T253,T253_P38,P16,1210,2209,1.26
T253,T253_P39,P12,1863,2516,1.26
T253,T253_P40,P188,698,2220,0.57
T253,T253_P41,P139,2690,1432,1.49
T253,T253_P42,P58,624,1704,0.51
T253,T253_P43,P156,1638,1285,1.26
T253,T253_P44,P192,783,2988,0.74
T253,T253_P45,P55,1602,1198,0.53
T253,T253_P46,P172,2869,2010,1.82
T253,T253_P47,P4,2891,2518,1.01
T253,T253_P48,P198,2274,2476,1.54
T253,T253_P49,P164,771,1877,0.95
T253,T253_P50,P156,2448,1285,1.26
T253,T253_P51,P153,2485,1939,1.34
T253,T253_P52,P148,2494,2022,1.19
T253,T253_P53,P35,1617,2206,1.97
T253,T253_P54,P87,1126,1592,1.3
T253,T253_P55,P143,1600,2794,1.5
T253,T253_P56,P29,1359,2330,0.86
T253,T253_P57,P93,2094,1778,1.71
T253,T253_P58,P157,1607,1505,0.7
T253,T253_P59,P135,553,1646,1.35
T253,T253_P60,P77,1801,2764,1.12
T253,T253_P61,P11,2400,2385,1.64
T253,T253_P62,P53,1949,1189,0.87
T253,T253_P63,P193,2046,2133,1.16
T253,T253_P64,P193,2515,2133,1.16
T253,T253_P65,P77,2586,2764,1.12
T253,T253_P66,P4,2847,2518,1.01
T253,T253_P67,P83,2540,1093,1.59
T253,T253_P68,P164,1412,1877,0.95
T253,T253_P69,P147,1528,2342,1.47
T253,T253_P70,P174,577,2547,1.83
T253,T253_P71,P87,2894,1592,1.3
T253,T253_P72,P161,2746,1538,0.93
T253,T253_P73,P12,1074,2516,1.26
T253,T253_P74,P169,2270,1449,1.33
T253,T253_P75,P1,1190,2309,1.83
T253,T253_P76,P184,1527,2221,1.86
T253,T253_P77,P70,1102,1161,1.36
T253,T253_P78,P167,681,1817,1.29
T253,T253_P79,P60,868,1541,0.59
T253,T253_P80,P91,2672,2774,1.81
T253,T253_P81,P154,1073,1292,0.65
T253,T253_P82,P86,2632,2583,0.79
T253,T253_P83,P72,3000,1600,1.21
T253,T253_P84,P5,2419,1563,0.94
T253,T253_P85,P49,1778,2960,1.51
T253,T253_P86,P40,667,2554,0.75
T254,T254_P1,P25,2808,1054,0.67
T254,T254_P2,P191,2302,1514,1.97
T254,T254_P3,P171,2383,2043,0.66
T254,T254_P4,P121,1670,2310,0.59
T254,T254_P5,P137,2289,1548,0.56
T254,T254_P6,P118,1985,1777,0.83
T254,T254_P7,P157,1996,1505,0.7
T254,T254_P8,P30,1764,2436,0.86
T254,T254_P9,P18,2603,1065,1.06
T254,T254_P10,P109,1594,1146,1.89
T254,T254_P11,P176,2640,2763,0.73
T254,T254_P12,P185,1151,1130,0.58
T254,T254_P13,P52,515,1209,1.18
T254,T254_P14,P129,2638,2589,1.78
T254,T254_P15,P194,1028,2762,1.56
T254,T254_P16,P156,1810,1285,1.26
T254,T254_P17,P165,2629,2838,1.98
T254,T254_P18,P102,2606,1429,1.11
T254,T254_P19,P71,934,2130,0.86
T254,T254_P20,P147,2221,2342,1.47
T254,T254_P21,P41,1502,2650,1.29
T254,T254_P22,P166,1400,2195,1.71
T254,T254_P23,P44,2258,1865,1.89
T254,T254_P24,P8,1976,1285,1.58
T254,T254_P25,P185,2747,1130,0.58
T254,T254_P26,P97,1646,2708,1.31
T254,T254_P27,P43,2381,2429,1.95
T254,T254_P28,P108,2468,2327,1.09
T254,T254_P29,P75,2614,2266,1.49
T254,T254_P30,P54,904,1778,0.6
T254,T254_P31,P114,1288,2493,1.68
T254,T254_P32,P180,510,1327,1.53
T254,T254_P33,P99,2150,1333,0.64
T254,T254_P34,P47,2918,1318,1.57
T254,T254_P35,P55,854,1198,0.53
T254,T254_P36,P96,877,2301,1.48
T254,T254_P37,P136,869,1821,1.37
T254,T254_P38,P120,2715,2895,1.6
T254,T254_P39,P129,1112,2589,1.78
T254,T254_P40,P76,1100,2813,1.03
T254,T254_P41,P98,1981,1747,0.52
T254,T254_P42,P88,2806,1163,0.71
T254,T254_P43,P80,2197,1393,1.48
T254,T254_P44,P160,2747,2103,0.87
T254,T254_P45,P152,595,2316,1.43
T254,T254_P46,P108,1125,2327,1.09
T254,T254_P47,P61,1046,2652,0.6
T254,T254_P48,P118,1091,1777,0.83
T254,T254_P49,P57,2440,2735,1.38
T255,T255_P1,P116,2558,1334,1.23
T255,T255_P2,P149,610,1810,1.89
T255,T255_P3,P39,1201,1013,1.92
T255,T255_P4,P59,2431,2236,1.56
T255,T255_P5,P174,2847,2547,1.83
T255,T255_P6,P15,647,1178,1.76
T255,T255_P7,P182,2254,2393,1.26
T255,T255_P8,P81,1617,2442,1.47
T255,T255_P9,P183,2720,1864,0.88
T255,T255_P10,P161,2335,1538,0.93
T255,T255_P11,P15,2761,1178,1.76
T255,T255_P12,P72,2408,1600,1.21
T255,T255_P13,P115,2879,1501,1.49
T255,T255_P14,P83,1562,1093,1.59
T255,T255_P15,P19,2323,1061,0.74
T255,T255_P16,P108,2533,2327,1.09
T255,T255_P17,P81,1785,2442,1.47
T255,T255_P18,P52,2930,1209,1.18
T255,T255_P19,P135,817,1646,1.35
T255,T255_P20,P140,2715,2870,1.35
T255,T255_P21,P160,662,2103,0.87
T255,T255_P22,P116,1360,1334,1.23
T255,T255_P23,P119,2606,1552,0.59
T255,T255_P24,P17,1944,1864,0.8
T255,T255_P25,P150,765,2811,1.9
T255,T255_P26,P83,2523,1093,1.59
T255,T255_P27,P155,737,1542,1.31
T255,T255_P28,P143,2879,2794,1.5
T255,T255_P29,P78,2013,1740,1.8
T255,T255_P30,P131,2992,1469,0.6
T255,T255_P31,P196,2099,1023,0.67
T255,T255_P32,P43,2158,2429,1.95
T255,T255_P33,P141,1360,2931,0.97
T255,T255_P34,P130,1579,1114,0.6
T255,T255_P35,P141,2596,2931,0.97
T256,T256_P1,P106,1341,2918,0.75
T256,T256_P2,P135,593,1646,1.35
T256,T256_P3,P40,569,2554,0.75
T256,T256_P4,P176,2461,2763,0.73
T256,T256_P5,P103,824,2372,1.22
T256,T256_P6,P39,1474,1013,1.92
T256,T256_P7,P152,2134,2316,1.43
T256,T256_P8,P175,945,1096,1.61
T256,T256_P9,P47,969,1318,1.57
T256,T256_P10,P162,2968,2529,1.16
T256,T256_P11,P8,1866,1285,1.58
T256,T256_P12,P189,861,1958,1.0
T256,T256_P13,P141,2739,2931,0.97
T256,T256_P14,P26,1133,2149,1.04
T256,T256_P15,P146,2711,1435,0.7
T256,T256_P16,P134,2085,2648,1.91
T256,T256_P17,P168,902,1741,1.5
T256,T256_P18,P131,1048,1469,0.6
T256,T256_P19,P7,2500,1457,0.5
T256,T256_P20,P2,2145,1228,1.63
T256,T256_P21,P100,2941,1758,1.63
T256,T256_P22,P10,985,1209,1.96
T256,T256_P23,P13,2362,2827,0.66
T256,T256_P24,P151,1040,2872,0.51
T256,T256_P25,P57,2470,2735,1.38
T256,T256_P26,P200,1101,2396,0.55
T256,T256_P27,P151,2772,2872,0.51
T256,T256_P28,P37,2087,2657,0.69
T256,T256_P29,P142,2985,2161,0.89
T256,T256_P30,P60,1417,1541,0.59
T256,T256_P31,P71,2594,2130,0.86
T256,T256_P32,P170,2288,1283,1.9
T256,T256_P33,P170,1744,1283,1.9
T256,T256_P34,P156,2360,1285,1.26
T256,T256_P35,P12,1493,2516,1.26
T256,T256_P36,P183,1795,1864,0.88
T256,T256_P37,P12,2223,2516,1.26
